step,latent_vrmse_mean,pixel_vrmse_mean
2000.0,0.08966595182816188,0.5448092818260193
4000.0,0.07647944365938504,0.45720817645390827
6000.0,0.07317563270529111,0.4392239948113759
8000.0,0.07334062332908313,0.4432036280632019
8033.0,0.07334888478120168,0.4438800315062205
