epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,train_anchor,val_vrmse_density,val_vrmse_momentum_x,val_vrmse_momentum_y,val_vrmse_pressure,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl,val_anchor
1,2.99525e-05,1.1483324805603308,0.33823631004050925,0.5737184425636574,0.0935390584421258,0.00025636876597971177,0.0003431649281136582,0.4283933594447224,0.15487976860599356,0.0,0.6075576501233237,97771.59759265035,0.6456415014607566,0.684209888599537,0.6692108832465278,0.5767799660011574,1.2699609375,0.08748245804398148,0.00037668117770442254,0.0005031172876004819,0.41893979673032405,0.15652407045717592,0.0,0.5737184877748842,16907.88296296296,1.0622981770833333
2,4.9963273333986144e-05,0.7802729277300233,0.2605927417896412,0.8618313259548611,0.15504324361055838,0.001197688043019206,0.0027571274401735468,0.6775987814454472,0.4536061264386698,0.0,0.989690774629096,46370.547059644174,0.9011274410896942,1.0735863353587962,1.2656181278935186,0.9106270797164352,1.476847511574074,0.13059008563006366,0.00035044851126494233,0.0003953848944769965,0.6514970793547453,0.4453690140335648,0.0,0.8618313259548611,1475.5650925925927,0.7655303276909722
3,4.937559161148094e-05,0.1946544913308961,0.12817346643518518,0.3579891402633102,0.08948399265836768,0.00034365799756644355,0.0003793441707074169,0.399003189651906,0.15876544861733413,0.0,0.5246285330347654,2813.711955607438,0.4894860194009893,0.35973978678385415,0.344992992259838,0.5655948893229167,0.7718937174479167,0.05236238267686632,0.00031294747635170265,0.0003667443107675623,0.26724928114149304,0.0575722418891059,0.0,0.3579891402633102,2007.6312962962963,0.6008852358217592
4,4.808747105966034e-05,0.11174558068649108,0.09875583224826388,0.2558758544921875,0.045076144170485624,0.00026661613569061755,0.00031465966222800915,0.23396935482986836,0.037898180114120994,0.0,0.3000641788254265,1824.3226185005253,0.43644575461620044,0.3746492513020833,0.31959680627893516,0.2826643880208333,0.4360671205873843,0.03904290658456308,0.0002554272943072849,0.0003121512907522696,0.17174822771990741,0.027411569665979456,0.0,0.2558758318865741,2117.931666666667,0.5738203034577546
5,4.613670130342732e-05,0.08154204869721116,0.07024590386284722,0.18643134223090277,0.031401577937815874,0.00022131650859760042,0.00028022644066001375,0.15257925145766316,0.01848576937903877,0.0,0.20069680989039043,1618.7757414489233,0.4281018684391214,0.19633232964409722,0.29473680284288195,0.2278471996166088,0.34089732982494214,0.025105087845413772,0.0001950612333085802,0.0002555421105137578,0.14441853841145832,0.016446441367820457,0.0,0.18643131962528936,1372.497962962963,0.6107881673177084
6,4.3580512123997546e-05,0.05829343115206526,0.047018167001229745,0.1389522185149016,0.026009931886459097,0.00018543851400550432,0.0002534122672421122,0.12090866806126442,0.01194941221165056,0.0,0.16144490661490865,487.5273009228105,0.4466712642617586,0.16218773735894096,0.16594672309027778,0.1830715377242477,0.31041849772135416,0.019380104630081742,0.0001683784634978683,0.00023854562529811152,0.10495786313657407,0.00888451823481807,0.0,0.13895220721209492,347.54590277777777,0.618027027271412
7,4.049389450737396e-05,0.04834055355867418,0.03607694837782118,0.10438217728226273,0.021592774764955545,0.00016449968423315288,0.00023666433104658265,0.09795698047686024,0.008365244048984111,0.0,0.1372812857397464,382.92468171961167,0.45665915548300545,0.12795756022135416,0.14155025906032986,0.13663729067201968,0.1845626604998553,0.014953846401638455,0.00015560486802348384,0.00022654716615323666,0.06742679172092014,0.0057324995817961515,0.0,0.10438218858506944,322.8844212962963,0.6299357096354167
8,3.696740063191148e-05,0.03968508145576265,0.03345919856318721,0.09788630732783565,0.017974646323743987,0.00014619464845887675,0.0002201354990338128,0.07498329527237836,0.006049174345841929,0.0,0.11235020090551938,315.3207957804704,0.5051289859439144,0.10870574951171875,0.11657552083333333,0.11112538655598958,0.21239987973813657,0.014901179560908565,0.00014137796781681203,0.0002154640135941682,0.05709481133355035,0.004839928944905599,0.0,0.09788630732783565,292.4899537037037,0.6241020598234954
9,3.3104487336791805e-05,0.03764535081298912,0.029911380343967012,0.08824418809678819,0.016934839711219323,0.00015211009161882866,0.00023439123845896918,0.06867571588323898,0.005404915378875092,0.0,0.10555555214401052,280.3649084267496,0.5113549901156866,0.10299966317635996,0.10817130759910301,0.10733736391420717,0.1814792096173322,0.012870207892523872,0.0001345494720670912,0.00020890112276430482,0.05136043972439236,0.004126240059181496,0.0,0.08824418809678819,260.96328703703705,0.6461566840277778
10,2.9018481006140187e-05,0.0327094108836741,0.030709674976490162,0.09251652470341436,0.015018443643514599,0.00014233200851754,0.00022517813927495946,0.0539862673823573,0.003921365788002976,0.0,0.08783921721477468,247.64262710699515,0.542315931380296,0.13080480504918982,0.11444564254195602,0.10734311704282408,0.17122269241898147,0.013226025899251303,0.00012885834331865663,0.00020290518248522723,0.05859760990849248,0.004428751203748915,0.0,0.09251653600622106,225.10925925925926,0.6681382016782408
