epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,train_anchor,val_vrmse_density,val_vrmse_momentum_x,val_vrmse_momentum_y,val_vrmse_pressure,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl,val_anchor
1,2.99525e-05,1.0093056074961895,0.895844093605324,0.637573829933449,0.07710901632153687,0.00023300000746439,0.0003159175185912715,0.3567390652263866,0.10942663440183431,0.0,0.49768531998666393,86703.57453187574,0.5706055204407507,0.5621653464988426,1.3611300998263889,0.47859917534722224,0.846436451099537,0.08370761447482639,0.0002978901509885435,0.0003564523767541956,0.44296341507523146,0.17186413800274886,0.0,0.6375737847222223,73079.75111111111,0.7357639341001158
2,5e-05,0.5764752487425043,0.18033929895471643,0.5871560329861111,0.11437445691152781,0.0004622414434219108,0.0006935783138399857,0.5184367840029612,0.2289734259873879,0.0,0.7325088544553068,36122.32044687992,0.9536846037171468,0.7509072989004629,0.5726189959490741,0.670171802662037,1.3829359266493055,0.08943996853298611,0.0003272175347363507,0.00035970826943715415,0.4332887550636574,0.1627033261899595,0.0,0.5871560329861111,954.5144444444444,0.832276294849537
3,5e-05,0.24478667379677796,0.2020406539351852,0.5191020598234953,0.09516693348018061,0.0003520442998797844,0.0004315998506959246,0.4388783949763835,0.1547659823373586,0.0,0.576687908473135,6618.576644256335,0.4945551570223159,0.8502630389178241,0.3661795609085648,0.5324863462094908,1.320750144675926,0.077022705078125,0.00030265463723076714,0.00034728648485960785,0.3749058250144676,0.13042677137586806,0.0,0.5191020598234953,5364.934814814815,0.6141427047164352
4,5e-05,0.1295805803867949,0.08650109185112848,0.20179346155237268,0.0527509768344775,0.00029132192426883544,0.00036026615564595954,0.2439650327217679,0.05227917320087176,0.0,0.32413649734328775,2566.875093347886,0.4438847909454538,0.2650194408275463,0.2339598705150463,0.23751957646122684,0.42955082646122683,0.029585229379159434,0.00025092261808889885,0.0002952777014838325,0.13801887794777198,0.019250159087004486,0.0,0.20179348415798612,2366.6896296296295,0.6110665780526621
5,5e-05,0.08655344363020248,0.06363829436125579,0.1673019974320023,0.034321792361115204,0.00023098618234556654,0.00028879291998802593,0.17248528995433776,0.021315944795848942,0.0,0.21896591431954326,1480.9548314198726,0.4271234008444457,0.2118966335720486,0.20204219111689814,0.16885179307725695,0.3985849338107639,0.02452744377983941,0.00020607932850166604,0.00026749350406505445,0.11327959979021991,0.013391299777560765,0.0,0.1673019861291956,1181.4946296296296,0.6027000596788195
6,5e-05,0.0630254695082412,0.04901494344075521,0.14260040283203124,0.02708769332179252,0.00019874148873124124,0.00028114568141529713,0.12640410561521515,0.012344675279465043,0.0,0.1670661590555135,704.0085077365908,0.45440914024825857,0.15664311161747685,0.20520118995949074,0.21026869032118056,0.23505176685474538,0.020154190063476563,0.0001769233191454852,0.0002463977645944666,0.10848465530960648,0.008090876826533564,0.0,0.14260040283203124,374.1888425925926,0.6062414098668981
7,5e-05,0.050329273801390864,0.04258524859393085,0.1279800075954861,0.02217659487255982,0.00016825964527978452,0.00024067890265870432,0.10405817402511083,0.009090236505540479,0.0,0.1417972438600885,413.0970164066603,0.45823437100698966,0.1523364935980903,0.1444614890769676,0.14379344798900462,0.31142356589988424,0.018083152770996095,0.00015742702616585626,0.00023135255884241174,0.08968403003833912,0.007497216683846933,0.0,0.1279800075954861,317.81412037037035,0.6291718207465278
8,5e-05,0.05040718590011116,0.06265230532045718,0.125659100567853,0.020668010399559466,0.00015272545284506506,0.00022751660126690877,0.08860134777902555,0.007316131802166209,0.0,0.12927395167971859,881.2700326102121,0.4940672935057087,0.14328467475043402,0.14163725676359953,0.19685300473813658,0.22863489221643518,0.017994567023383246,0.00015049840565080995,0.00022388714331167715,0.07934291698314526,0.0065910798531991464,0.0,0.125659100567853,2523.137962962963,0.6506575972945602
9,5e-05,0.055381294527725014,0.0444969148989077,0.11997762044270834,0.020672355371550852,0.00016195810304689534,0.00024345188673479022,0.09329852086155355,0.007906878445328785,0.0,0.1326253981399937,1261.6255626518184,0.5013482117352366,0.1270630787037037,0.1832602493851273,0.15391772234881365,0.2042356589988426,0.017302706683123552,0.00014541532154436465,0.00022381502169149892,0.07483623363353588,0.005596548009801794,0.0,0.11997760913990162,869.8005555555555,0.6350972041377315
10,5e-05,0.04109352803593423,0.036005401611328126,0.1105399802879051,0.018774793225050976,0.00015425554151644836,0.00024256711209901148,0.07581032875205289,0.005666355876361623,0.0,0.11208739764049273,323.440819235409,0.5113398708215281,0.16620362458405671,0.1273323341652199,0.14597160056785302,0.1795867015697338,0.015483553851092303,0.00013724633940943965,0.0002118289691430551,0.07178994637948495,0.005955188186080367,0.0,0.1105399802879051,289.1036574074074,0.6364340549045139
11,5e-05,0.03628349883340988,0.032144882767288774,0.09775187174479166,0.016810197805782325,0.0001281539248453601,0.00019951792824069359,0.06876963677526522,0.00534351946426039,0.0,0.10782117233807299,275.01594069024094,0.5367756976800806,0.15465772840711806,0.10297980414496528,0.1218542593496817,0.15188094527633103,0.013851226524070457,0.0001306075519985623,0.00020387843803123192,0.059759414107711226,0.004372129793520327,0.0,0.09775188304759838,279.93636574074077,0.654109203197338
12,5e-05,0.03705235996416637,0.03389383104112413,0.1060591408058449,0.01716099856343089,0.00013701929287699308,0.0002142537828875283,0.06875910077776227,0.005268932891493084,0.0,0.10697355872693182,272.6531438747374,0.5398060353864141,0.11000790066189237,0.10374985306351273,0.10408845124421297,0.2979500777633102,0.0148822346440068,0.00012880398167504204,0.00020190691506421124,0.06782703540943287,0.005065079088564272,0.0,0.1060591295030382,239.73430555555555,0.6782993797019676
