epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,val_vrmse_density,val_vrmse_momentum_x,val_vrmse_momentum_y,val_vrmse_pressure,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl
1,3.02e-05,0.12910190311544983,0.09401028103298611,0.19509006076388888,0.05015140386087875,0.00046515736744130205,0.0008003795034204372,0.23788761456641194,0.06484002934838938,73.97257718680792,0.32628121292491336,201065.73153111924,0.27366963704427083,0.21252260561342592,0.23245203088831018,0.4316304976851852,0.028254275851779514,0.0004702555691754376,0.0008143854141235352,0.1458906046549479,0.01723666297064887,74.31116319444445,0.19509008336950232,200750.50666666665
2,5e-05,0.09301098887360496,0.08117464418764468,0.15429354067201967,0.026557132154586237,0.0004686545340836685,0.0008423731543973122,0.14641200274104355,0.01487430431353996,73.87046138811311,0.1805833421148765,198774.2409453452,0.17035293013961228,0.17432444254557292,0.17910780164930556,0.38224274811921294,0.02218626234266493,0.00043941515463369866,0.0007845855642248083,0.1160198974609375,0.01218598966245298,71.8346701388889,0.15429354067201967,199208.10666666666
3,5e-05,0.08125435659334562,0.08514053909866898,0.13750307436342593,0.022549838870062365,0.0004202833130245864,0.0007710594390533576,0.1227591024033694,0.011400205445588882,70.91047040388673,0.15686721121697494,197922.51644220712,0.179965741192853,0.1738151380750868,0.17422279640480323,0.27155246310763886,0.020241678025987413,0.00048271757585031016,0.001016476419236925,0.10234050609447339,0.009589639593053747,71.70986689814815,0.13750307436342593,197606.41185185185
4,5e-05,0.07677047645330241,0.06870197437427662,0.12026082356770833,0.02066395857476602,0.000411986952180292,0.0007793861771072645,0.10681676739928114,0.009569883097165797,70.01046065007293,0.14208355698750108,197346.2790925732,0.14793027524594907,0.14626985903139467,0.15477840847439236,0.24104781539351852,0.017804814091435184,0.00040425878983956794,0.0007523557874891493,0.0791688311541522,0.008001362129493995,69.38159722222223,0.12026082356770833,197091.18814814815
5,5e-05,0.06605884307512241,0.0663191110116464,0.11752269603587963,0.017296250944637603,0.00038118766381188963,0.0007215249339694375,0.07776723533993486,0.007519945689325054,68.32678606520138,0.11818950484939325,197420.97809884936,0.15189240632233797,0.15139000786675347,0.14445005063657407,0.21742870189525462,0.017266002231174044,0.0003876397344801161,0.0007252845057734736,0.07692668773509838,0.007616867489284939,68.00251736111112,0.11752270733868635,196888.50962962964
6,5e-05,0.06629831040137794,0.06762690791377315,0.1292744728370949,0.01799400767046475,0.00036833462424213975,0.0007019713537747558,0.0822552479959432,0.007605231456676786,67.77319055820608,0.12162777645879709,197352.6182335251,0.1467132568359375,0.14813002974898726,0.13668891059027777,0.32381632486979167,0.018659834685149018,0.0003819574691631176,0.0007222142925968877,0.07875894617151331,0.007902184239140263,68.27508680555556,0.1292744728370949,197537.92
7,5e-05,0.061715769352562816,0.06484690913447627,0.11379947238498264,0.016198536562811287,0.00035067163148254105,0.0006801485120961169,0.07319958526719066,0.006656685384247592,67.79849879212958,0.11216703445794816,197035.33979471758,0.15195232250072338,0.1443374294704861,0.13849431920934607,0.1997029396339699,0.01645976878978588,0.0003793225464997468,0.0007319205337100559,0.07415332370334202,0.007196292170771846,68.0365162037037,0.11379946108217592,196814.72
8,5e-05,0.06451249723108368,0.06419327347366899,0.11209382233796296,0.016312063621964974,0.00038152007089490355,0.0007390480134975531,0.07098819695756027,0.006292318823946071,67.87072558383063,0.10730282713320091,196990.14029811716,0.14652388961226853,0.12947460033275462,0.1783340906213831,0.17592775698061341,0.01661442791974103,0.0003671141023989077,0.000713950307280929,0.07582922476309317,0.0068318282233344185,67.48370370370371,0.11209382233796296,196973.40444444446
9,5e-05,0.06415530330614502,0.06092086226851852,0.10647232620804398,0.01661061011225562,0.0003709100275116185,0.0007276464462737441,0.07205353371767818,0.006456193814217795,68.15582842806892,0.11035890890495798,197014.51444822174,0.12551449245876736,0.13128035933883103,0.13301895706741898,0.21361979166666667,0.01542519039577908,0.00035750530384205003,0.0006946729289160834,0.06835719920970776,0.006258485582139757,66.8979224537037,0.1064723375108507,196216.72296296296
10,5e-05,0.05799514837816326,0.0625943953902633,0.11646201804832176,0.015032918799364605,0.0003364005670165212,0.0006655300066339116,0.0633596716814959,0.0054223769379460164,67.52246714635874,0.09949459510399457,196876.1234963389,0.132905194317853,0.17539195873119212,0.13306428132233797,0.2029147904007523,0.016451757925528068,0.00035412154815815113,0.0006850148130346228,0.0754079352484809,0.0071844072695131656,66.52641782407407,0.11646200674551505,197539.5437037037
11,5e-05,0.05701912484018748,0.05905823884186921,0.10230631510416667,0.014764608737864535,0.0003311217225512234,0.0006522819754121822,0.06260920381446264,0.005628288041597629,66.13850776321219,0.10256408059104466,196847.14690115064,0.12092889856409143,0.12484607837818287,0.13308623137297454,0.19441675256799767,0.015106418750904224,0.000351242842497649,0.0006835418277316624,0.062007564968532984,0.005915558073255751,65.92850115740741,0.10230630380135995,196943.94074074074
