epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_ssim,train_mlw,val_rmse,val_h1,val_ssim,val_mlw
1,3.02e-05,0.11068409802119353,0.09440419833969187,0.28862794505225287,0.04949846396721494,0.00048111953351299123,0.2475310373256396,74.80042379371292,0.038967060725446104,0.00048628435148404805,0.20748612395039312,74.9235028415256
2,5e-05,0.0888957535793467,0.0684533502575424,0.17337335106399324,0.033858232338480246,0.0005002268360509318,0.2001745224497807,75.30056728378999,0.024742850959300997,0.0004730087773310111,0.1337337319056193,73.0443214699074
3,5e-05,0.0611912446412176,0.06038756282034296,0.1476353968679905,0.022283322272323478,0.00043270659724550575,0.11515061014865731,71.31346937203507,0.02128570303320885,0.00044550406109381045,0.11217770770744041,71.7721250350387
4,5e-05,0.05680649805517875,0.05222884493983454,0.12683127270252617,0.02045427282364205,0.0004178242087358184,0.10307342786669232,70.4759654918974,0.018791428414276903,0.000411134293184053,0.08587134193491053,69.47559883400245
5,5e-05,0.051118928940078266,0.05097798747665904,0.12314836806169263,0.018425140516232372,0.0003900198497499275,0.08795197002558529,68.40964820095685,0.01800415178346965,0.0004008599380234012,0.08620558906484534,68.38272855405454
6,5e-05,0.04948324849147147,0.04724536767160451,0.11406893405097503,0.01814059457190288,0.00037394334212658044,0.08430324214272918,67.66152479259539,0.01694189834408462,0.00038643696143413693,0.0732108047273424,67.6750813180429
7,5e-05,0.045530561713314766,0.04745727923457269,0.11646751397737751,0.0165943665279925,0.0003558463127102647,0.0742925270830737,67.57492007171759,0.01679052925358216,0.0003865863943085262,0.07558286472603126,68.01027373137298
8,5e-05,0.04703775169639595,0.047022773964951435,0.11279860409873503,0.016611324279826273,0.0003938476889939924,0.07156028358507356,68.08282094819775,0.01658575194335922,0.00037847538087252934,0.07675501752782751,67.74911892926251
9,5e-05,0.04668825263523781,0.04421346964797488,0.10866169565805682,0.017003400513812682,0.00037547347007068434,0.07274118876357458,67.73950745969637,0.015819312935281132,0.000365188466247909,0.06756488658763744,66.83574377554434
10,5e-05,0.04601331460426043,0.04631735756993294,0.11590928436429412,0.017125563196268977,0.00034764840480704844,0.07670220533175448,67.72737578068816,0.0168963539365817,0.00036828247232834754,0.07337919818030464,66.62225811993635
11,5e-05,0.042259248673027404,0.044467071396195226,0.10820953423778217,0.015428028780105817,0.0003407022922495203,0.06530736592524221,66.3023796320959,0.015639930891080036,0.00036396329076860974,0.07085983726713392,66.13388472945601
12,4.2824116139070415e-05,0.04542039873499314,0.04494007468085598,0.11155823248955939,0.01648957348111082,0.0003700040087492331,0.06953749634231983,66.79297847827608,0.016109866704101916,0.0003581321678780956,0.07282399477782073,65.84946930496781
13,2.5500000000000003e-05,0.03949724134081141,0.038089634848551615,0.09052667398419645,0.01430335017257257,0.0003313666697237491,0.05750371733968727,65.8511646701701,0.013329949673196232,0.0003437057373819833,0.050495986761870205,64.94073536625615
14,8.175883860929588e-06,0.034296579695517145,0.03658641171193233,0.08642980409993066,0.012256417410091642,0.00030387032470609337,0.04564430549054964,65.62182304350402,0.01269358274043986,0.00033803704797180585,0.04660650959721318,64.31261237250435
15,1e-06,0.03373751107595518,0.03636522598633612,0.08583699801729786,0.011848664363246084,0.00030861569778286544,0.04305374323074788,64.88839646662629,0.012606998920026752,0.00033704003527216424,0.046041500921602606,64.18636624936704
