epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,val_vrmse_density,val_vrmse_momentum_x,val_vrmse_momentum_y,val_vrmse_pressure,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl
1,3.02e-05,0.14029466762951728,0.08988472267433449,0.18016484013310186,0.048796547950872814,0.0004726815042075747,0.0008173814263580303,0.22621347377988585,0.062390905668545965,73.87944451336082,0.3185668871211956,201438.18733655856,0.2109842258029514,0.17339667426215277,0.21537803367332176,0.47441342954282406,0.02673097681116175,0.0004720385869344075,0.0008291437890794542,0.13183936225043402,0.014879222446017795,73.50227430555556,0.18016484013310186,202314.9274074074
2,5e-05,0.0998950972958277,0.08976988050672743,0.1764454820421007,0.028168979441848385,0.0004742320270090668,0.0008346651918914348,0.1600483819281207,0.016498066516102108,73.53270533892899,0.19432669131389224,199491.04638467572,0.26818714283130785,0.16627035635489004,0.24094575104890045,0.3211350278501157,0.024610070122612848,0.00045591959246882687,0.0008082038384896737,0.1412127685546875,0.013797351695873119,72.02341435185186,0.17644549334490742,598784615.917037
3,5e-05,0.10657495766426105,0.09602747034143519,0.18963512279369213,0.030499989637388033,0.00047945062881858024,0.0008351628661726087,0.1736747815768589,0.020462273304432507,74.65356290490058,0.2128830022766999,200193.51081982217,0.2905872486255787,0.21995298032407407,0.219415283203125,0.35024443449797454,0.027357279459635418,0.0005121778117285835,0.0008862869827835648,0.14353766547309027,0.017244317796495226,77.03641782407408,0.18963512279369213,207395.36592592593
4,5e-05,0.0758652038147447,0.06880670052987557,0.13103645607277198,0.021651747699819163,0.00044103110528595003,0.0008004796635946169,0.10720633188550942,0.010808503403324463,72.05347330899419,0.14697903285590175,203439.46132975942,0.17214778193721064,0.1573434900354456,0.17540430139612267,0.2569169560185185,0.019691701818395545,0.00042667450728239837,0.0007811926029346607,0.09260423448350695,0.008932163803665726,70.43855902777777,0.1310364673755787,200808.62814814816
5,5e-05,0.06750250689755487,0.07098404495804399,0.14301137288411458,0.019212572222622307,0.0004034152178770592,0.0007532380012400921,0.09373057574407825,0.008780559610622199,69.36443833227437,0.1331077746220837,201663.43714042887,0.19377870912905093,0.16961192943431713,0.14641609474464698,0.32116800944010415,0.020099030953866465,0.00040947582986619737,0.0007645628187391493,0.10137074788411458,0.008303472730848525,69.46944444444445,0.14301136158130787,200896.18962962963
6,5e-05,0.06387417367172415,0.06174140082465278,0.1219660328052662,0.018617368987118476,0.00038559693949950064,0.0007316943771529166,0.08658985537963931,0.007910383296312148,68.24888871005389,0.12623940373159104,200755.9286414749,0.14274368851273148,0.1444146841543692,0.14474209255642362,0.2656880470558449,0.01764778419777199,0.00039904642988134316,0.0007545541833948207,0.08047096535011575,0.007780577341715495,68.56559606481481,0.1219660328052662,200341.94962962964
7,5e-05,0.054833462989838426,0.055497108742042826,0.10896921793619792,0.015993520099704766,0.00036215059238394403,0.0006960751907819301,0.0691080417593154,0.0064620683632136385,67.78111809766442,0.1104476404099659,199786.0255622385,0.14122346100983796,0.13220472547743056,0.14341451009114584,0.185316320348669,0.015902194270381222,0.0003849171267615424,0.0007363070823528148,0.0678302001953125,0.006593205487286603,67.6808449074074,0.10896922923900464,199565.13185185185
8,5e-05,0.05804645069913791,0.055982863814742476,0.1103974292896412,0.016618250886749897,0.0003985938850414584,0.0007714452948362903,0.07166168305664382,0.00638083059917434,67.99526611232359,0.10912051344890475,199480.20158865064,0.14517664026331017,0.14623313621238426,0.13975544117115163,0.1867759535047743,0.016151778609664352,0.00038217495988916467,0.0007421866169682256,0.06907446402090567,0.006379484953703704,67.74434027777778,0.11039744059244792,199560.22518518518
9,5e-05,0.054053787011497316,0.05118326822916667,0.10156819661458333,0.01581331549814384,0.000381244337612367,0.0007451874527929424,0.06392751241328826,0.0058838646531603825,67.46882887165916,0.10413109588682277,199700.5223587866,0.12531850179036458,0.12780727810329862,0.12320753309461806,0.18389712863498264,0.014804078561288339,0.0003697777235949481,0.0007173989878760444,0.05963435420283565,0.005928565131293403,66.46456018518519,0.10156819661458333,199046.28148148148
10,5e-05,0.0523727963382386,0.056749821415653934,0.11467875162760417,0.015572200811791495,0.0003515666524494785,0.0006918255697982961,0.06407420705053098,0.0056118785586816,67.45189449677407,0.1022772644549047,199650.23450575315,0.1749364330150463,0.13600617585358796,0.13321964970341435,0.17789719193070022,0.016644292760778355,0.00036462651358710395,0.0007093969980875651,0.0729139992042824,0.0062230350353099685,66.07239004629629,0.11467875162760417,199821.91407407407
