epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl
1,6.04e-05,0.10464909497383498,0.07557957967122396,0.1949092158564815,0.046332680941734726,0.00047322737302778607,0.0008255692820803309,0.2310336260865423,0.05596976562025158,74.27981699859747,0.3042347896766214,201716.83433577407,0.02747143780743634,0.00047375312557926887,0.000832067330678304,0.16280323169849537,0.014647318522135416,73.9507349537037,0.1949092158564815,276204093.44
2,0.0001,0.15252544303038879,0.10501012731481481,0.2658957700376157,0.0650979518796859,0.0007414807443816838,0.0011609281940094295,0.33568967860114124,0.09423802475051402,86.44145001527156,0.44132885272969263,810036291.4762356,0.038484954833984376,0.0006981116754037363,0.001041404847745542,0.21079725477430555,0.03523019578721788,84.70663194444444,0.26589579264322916,210637.13185185185
3,0.0001,0.07798942554329043,0.06513988918728299,0.15998583758318866,0.028604802937601464,0.00052959741094535,0.000884831167750844,0.152698341897342,0.01979588676696043,76.77731317655811,0.19597040378648367,204243.99254707113,0.023551563686794705,0.00047992410483183685,0.0008629484529848452,0.11728078206380209,0.012431185687029804,74.33590856481482,0.15998582628038194,206805.9022222222
4,0.0001,0.059137230203194724,0.05522188539858217,0.1351006967050058,0.021372614173164054,0.0004369480234297679,0.0007973787230306599,0.10611476135054393,0.010392218578809474,72.05688806158729,0.1455950566945465,205641.92409780333,0.019718506424515336,0.0004273475099492956,0.0007827001147800021,0.0942400218822338,0.009750663616039134,71.1044212962963,0.1351006967050058,205521.61185185186
5,0.0001,0.052750683415907135,0.05144144694010417,0.12637108696831598,0.019007673677033647,0.00040490404197835497,0.0007558743559361935,0.0899853819833141,0.008711848672962588,70.01689192640232,0.13021726455835617,204509.73676124477,0.018820504082573786,0.0004052271224834301,0.0007550447075455277,0.08239722922996238,0.008395146970395688,69.16006944444445,0.12637108696831598,203955.2948148148
6,0.0001,0.05111277819256528,0.04846698902271412,0.11795969645182292,0.0189931154534587,0.0003831707808500316,0.0007263195923362492,0.08640748910824125,0.008009661939852407,68.86551379758444,0.12679232770740737,203920.3925209205,0.017160408585159867,0.0003927015816723859,0.0007437026059186017,0.07781000207971643,0.007655491299099392,68.7911863425926,0.11795970775462963,203705.33925925926
7,0.0001,0.04787486378847773,0.05320806997793692,0.13736192491319443,0.017585856570164714,0.00036286486764743037,0.0007015544197782287,0.08097175661490054,0.0073636068210442196,68.807407506839,0.12107269305377326,203733.0137290795,0.019570135893645108,0.00039496209886338976,0.0007507168805157697,0.09259884869610822,0.00918758816189236,69.87328703703703,0.13736191361038774,204113.3037037037
8,0.0001,0.04905633983556883,0.05001881917317708,0.11975190339265046,0.017370431105290622,0.00040217891092908195,0.0007792962727454403,0.07717975275785853,0.006847763535367894,69.31361530415683,0.11384193536876136,203210.120979341,0.018025642677589698,0.0003764371077219645,0.0007324687639872233,0.08780879267939815,0.007226474903247975,68.04762152777778,0.11975189208984376,202226.15703703705
9,0.0001,0.046137706890982816,0.042759232697663484,0.10518374972873264,0.01663065344829767,0.00037871337243667685,0.0007490866545705412,0.0704758979037217,0.006286246257845827,68.4714908280632,0.10973830465383236,202526.16608917364,0.015425259625470197,0.0003606910838021172,0.0007022070443188702,0.06199614913375289,0.005759622785780165,66.95518518518519,0.10518376103153936,202250.9037037037
10,0.0001,0.04402480015889683,0.045493720725730616,0.1145764273184317,0.01641710365734698,0.0003432459141054591,0.0006738155127179243,0.06963600324287574,0.005969224988666039,67.84444903928366,0.1083115253550737,202187.1089500523,0.01671139187282986,0.00035914169417487253,0.000697501853660301,0.07216830783420139,0.006709372908980758,66.89876736111111,0.1145764273184317,202751.76296296297
11,0.0001,0.04157884555935049,0.04170163189923322,0.10178229437934028,0.015176921488159963,0.0003366334968126976,0.0006636371774732435,0.06380166044793867,0.005738299636162475,66.57517343784475,0.10531340670386119,201534.36391867156,0.015052192122847946,0.00035143148016046594,0.0006891903612348769,0.06051910965530961,0.00565590328640408,66.30201967592592,0.10178229437934028,201677.74814814815
12,8.55017856687341e-05,0.04427985034914196,0.04084374321831597,0.10097976119429977,0.01608812360085204,0.000363813500299828,0.0007266798898838955,0.06667367671324119,0.005597285895168033,67.06003223403228,0.10350364256478753,202077.56576882844,0.01481862668637876,0.00034625550111134845,0.0006794829721804019,0.05808228104202836,0.0054937044779459635,65.86491319444444,0.10097976119429977,201642.99851851852
13,5.05e-05,0.03813184020021798,0.036931946365921585,0.08824835883246528,0.01380952618549535,0.00032415435401939794,0.0006527982526592408,0.0540973067782414,0.0048045838976504916,65.8114291873437,0.09218288937030228,201446.4687826883,0.012987057721173322,0.0003334469265407986,0.0006637874797538474,0.048483621102792245,0.004725491912276656,64.81802662037038,0.08824835883246528,201484.39703703704
14,1.5498214331265904e-05,0.0337101929362232,0.035856831868489585,0.08529181586371527,0.012128880839779288,0.0002981808227575841,0.0006088770730988183,0.04448180542830144,0.0040287253248142895,65.58135877792806,0.08127707476770529,200724.04357348327,0.012540117899576823,0.00032883030396920664,0.0006575124352066605,0.04583462750470197,0.004491781305383753,64.20450810185186,0.08529181021231193,200582.5185185185
15,1e-06,0.03351952202635657,0.03560825489185475,0.08470370257342304,0.01186826808897342,0.00030359721740613467,0.0006228469154107321,0.043142619741511644,0.0038941774408188822,64.86127891700139,0.07984065453455663,200410.42135198746,0.012451328701443143,0.00032719342796890823,0.0006546952989366319,0.04531502617730035,0.004441296612774885,64.10358796296296,0.08470370257342304,200485.12
