step,latent_vrmse_mean,pixel_vrmse_mean
2000.0,0.7313534617424011,0.5322136481602987
4000.0,0.6875384251276652,0.4816851019859314
6000.0,0.6530152956644694,0.4506554702917735
8000.0,0.6441693305969238,0.43713263670603436
8033.0,0.6445958813031515,0.43933679660161334
