epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl
1,1.51e-05,0.11278528623890802,0.06989249335394965,0.17662407769097221,0.05216565601445859,0.0004754113968538073,0.0008204564046118092,0.24566039181154642,0.06925348619536875,74.02413724157103,0.3393849412361199,200749.79063153765,0.02640916894983362,0.0004817775002232304,0.0008396457742761682,0.12929630985966437,0.0165668374520761,74.13269097222222,0.1766240663881655,201008.92444444445
2,2.5e-05,0.07393108324876453,0.06097334120008681,0.14713147198712384,0.02753565298046558,0.0004719791454076718,0.0008319252648871956,0.15197648101770728,0.015476752898683109,73.71770718307175,0.1867481595895031,198991.01578844144,0.021531435648600262,0.00045141250998885545,0.0008071075545416938,0.11247517903645833,0.011121624134205007,72.14640046296296,0.14713147198712384,199035.4725925926
3,2.5e-05,0.05885319273030409,0.0629982277199074,0.16053575303819445,0.021021188306914462,0.0004198878534394855,0.0007589623128791512,0.1122507405580337,0.01061157863509206,70.6863793967658,0.14644351562633176,197786.56697829498,0.022490262632016783,0.0004269167670497188,0.0007781815528869629,0.12774746365017361,0.01258302194100839,70.93909143518519,0.16053575303819445,196863.49037037036
4,2.5e-05,0.05171587177509419,0.05048261854383681,0.12190274839048032,0.018363364500180668,0.0004043846662069992,0.0007455635629857661,0.08755515721552541,0.008239735993381325,69.40782890160213,0.12593208989868854,196979.10172594144,0.01760897742377387,0.00040817326969570583,0.000756373405456543,0.08309986820927373,0.008107661494502314,69.0262037037037,0.12190274839048032,196820.51555555555
5,2.5e-05,0.04865139066709291,0.05604491622359664,0.1400212718822338,0.017261368117809577,0.0003897186638067442,0.0007351769515240814,0.07936059281417017,0.007404874682925236,68.37488286166011,0.1188299345928069,196731.41795240587,0.019463462829589842,0.0003952583118721291,0.0007436882125006781,0.11212357132523149,0.007402988009982639,68.49385416666667,0.1400212831850405,196753.54074074075
6,2.5e-05,0.04794299132073742,0.048044235794632524,0.11721969039351852,0.017169562039826704,0.0003752125949956954,0.0007153662710022891,0.08008532780982461,0.007301572975254458,67.75438524190352,0.11806719278659532,196136.28389775104,0.016878677650734232,0.0003915185398525662,0.0007430689423172562,0.07726420084635417,0.0073617172241210935,68.20774305555555,0.11721970169632523,196203.7925925926
7,2.5e-05,0.044423451502008604,0.045761984365957756,0.11018055103443287,0.015792451270419526,0.00035724229029145734,0.0006878719388555225,0.0717925699934301,0.0064822124886213485,67.79856761629112,0.10994913807006311,196047.03317860878,0.015882509019639758,0.0003846968103338171,0.0007371026939815945,0.07096423113787616,0.006532483983922888,68.07778356481481,0.11018055103443287,195731.46074074073
8,2.5e-05,0.046613159051718325,0.0481328045880353,0.11524980333116319,0.016133089035955964,0.0003986136946161735,0.000772862292806966,0.07032923394167273,0.0062170349155011035,68.21108319270562,0.10643582367123919,195729.78072698746,0.017348016809534142,0.00037612892963268137,0.0007230985606158221,0.07985562359845197,0.006887247297498915,67.00921296296296,0.11524981463396991,195600.33185185186
9,2.5e-05,0.046839896972373,0.043262492992259836,0.10376677336516203,0.01670331399932613,0.0003793924764550261,0.0007367828072792271,0.07444639235859636,0.006481037229673633,67.66801464607526,0.11184535587058407,195661.63755230125,0.015109008506492333,0.0003703753153483073,0.0007149394794746681,0.06423145435474537,0.005944757814760561,66.80798032407408,0.10376676206235533,195659.52
10,2.5e-05,0.04160252553177023,0.044272514625831885,0.10720726860894098,0.014892221503953399,0.00034731747266067783,0.0006811137294224555,0.06229620024748926,0.005344985419237464,67.28747567372342,0.09847525461230068,195294.37526150627,0.015653769881637008,0.00036414373804021763,0.0007085636810020164,0.06941038908781828,0.006387837727864583,66.52094328703704,0.10720725730613426,195380.85925925925
