epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_ssim,train_mlw,val_rmse,val_h1,val_ssim,val_mlw
1,4.95534065048512e-05,0.09705034895141504,0.06300976060606815,0.18660067589194687,0.04838366838070763,0.0005645645731792721,0.23035043315907403,81.01842186341226,0.026850264144164544,0.0005300553180468678,0.15272075167408697,76.29104941474067
2,4.677317693077829e-05,0.05059185302543559,0.048418844188391055,0.14604785804395323,0.022271132833620526,0.00046352297048044314,0.11155096881060421,74.60590267181396,0.021458850402247022,0.00045595619606804877,0.10374058917716697,72.39883173059535
3,4.1727227888785034e-05,0.04563992100604128,0.043973427849511304,0.13419149118993018,0.020126357467584,0.00044627687195932436,0.09571094044082833,72.0927721845555,0.019426318505020055,0.0004429446561604251,0.0898232822948032,71.8126109426993
4,3.4952982868356805e-05,0.04155883012888914,0.04385321819533904,0.13889514031785505,0.018389054916986114,0.00042256455071907934,0.08403773942502472,70.55219359776964,0.0200025682668719,0.0004194199671790691,0.08910100115670098,70.05787085639106
5,2.7171939127434433e-05,0.03937348896670681,0.03781429464963299,0.11625122147577781,0.017580904268462864,0.0004010692018800339,0.07843902813091437,69.96279833007557,0.01695457685842282,0.00040892894663624316,0.07090995779743901,69.37953854031034
6,1.921282395681764e-05,0.036950524972856946,0.03670160633132413,0.11133119385275576,0.016500599314332023,0.0003941779072721683,0.07063651727083836,69.49878450816645,0.01630835384302945,0.0004029401254114486,0.06879832656295211,68.9184354654948
7,1.1923330310321705e-05,0.03517495212583534,0.03521870629723977,0.10768709931660582,0.01576607067149647,0.0003806498884404235,0.06595089277213588,68.39734811663129,0.015644303064931323,0.00039622072340029667,0.06445923169453939,68.41970726295754
8,6.079832479378975e-06,0.03497739288313938,0.03465019706636667,0.10592953779631191,0.015635273274653843,0.00039299749825029293,0.06344787888696503,68.91406127498739,0.015408814454589177,0.0003928199763565014,0.06280588618031255,68.15263793945313
9,2.304697628019434e-06,0.0342156579218723,0.03433573122067308,0.10511030707370352,0.0152896138423933,0.0003880376549784186,0.061500682678681536,68.45204875658746,0.015286906841728422,0.00039116962487174465,0.061797223179428665,68.045419249358
10,1e-06,0.033299630128137504,0.034270610045641664,0.10488521767987145,0.015027851647859105,0.00037134153748241043,0.059921597711211964,67.99882305017574,0.015256980062910805,0.0003907202455121916,0.0616374910319293,68.01898356119791
