epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_ssim,train_mlw,val_rmse,val_h1,val_ssim,val_mlw
1,3.02e-05,0.10929832749349302,0.07071137675532588,0.17813215803217006,0.050204353048524594,0.0004687183624560877,0.23772036480604355,73.10218542091019,0.026294712006217903,0.000474006572286372,0.13810890171262952,73.64393520213939
2,5e-05,0.08281986875397204,0.06663115880831524,0.16177580012767404,0.03010228891646544,0.0005523786061222461,0.16732432465672992,75.855064631506,0.02337783850453518,0.00047942696895377055,0.12854647503958808,73.62111658732097
3,5e-05,0.05882134202333892,0.05840967155992985,0.14395468431490438,0.020931784849746393,0.0004372068455131168,0.10686142861094934,72.06406950052812,0.02076343293612202,0.00044595132683753033,0.1023244782730385,72.43063682273582
4,5e-05,0.05398168109423602,0.05080069933431568,0.12160675440673475,0.019226107546654395,0.00041449744487759727,0.0935380053570081,71.04047948446234,0.017732938666034627,0.00041778523574504545,0.08118998942551789,70.67731762921369
5,5e-05,0.0503366306184491,0.05241734016962625,0.12852852593969416,0.017920863665601385,0.0003968884293028366,0.08380896651096424,69.5773862096555,0.01832809241902497,0.00040385486351119147,0.0926433610033106,69.49759738498264
6,5e-05,0.04950029040086687,0.04831257536938345,0.1161859796554954,0.0178381761357726,0.00038425147476266994,0.08299693390415304,69.02464169937198,0.016879163670043152,0.0003998022096496883,0.07628867343620017,69.29465993245442
7,5e-05,0.04563563941709042,0.04754459696787375,0.11764956914164403,0.016342182578441052,0.0003649189918028946,0.07365004624781749,68.96689850715414,0.016783107773711285,0.00039545492914772626,0.0732582825201529,69.38076244778104
8,5e-05,0.049087286160120966,0.053688793314827815,0.13592059624415856,0.017133827147826117,0.0004077025916941737,0.07712219275191239,69.47354681422023,0.019569349075771042,0.00038587766439444817,0.098837070023572,68.63207674944843
9,5e-05,0.04757274305506387,0.04525432045674986,0.10896223510856981,0.016785421799848863,0.0003949453943136307,0.07360034195947847,69.474369831165,0.015815716712839073,0.00038169695932285526,0.06902503667054354,68.11995786878798
10,5e-05,0.04297685272948793,0.047275884085231354,0.11900767916330585,0.015380790631021822,0.00035772878749589437,0.06473081605703761,68.69805299288059,0.01694386911543983,0.00037577962226519214,0.07695355671423453,67.4998481298376
11,5e-05,0.04321123357905098,0.04378471393690065,0.10584127623449872,0.015491934287630677,0.00035292775869069843,0.067152741314477,67.52697161750315,0.015519966230279318,0.00037403997540490377,0.06375165700912476,67.31705466376411
12,4.2824116139070415e-05,0.04598755181170844,0.04303998712243305,0.10370984838240677,0.016307424712501403,0.00038474881531066146,0.06961790500325638,68.09773911192826,0.015126379801098395,0.000370905722897482,0.06245547223974157,67.1411730674461
13,2.5500000000000003e-05,0.040702473214889824,0.04158834906570889,0.10022309329222749,0.014460426577947504,0.000346785332266275,0.05935186446960002,67.24775160306667,0.014564235150055201,0.00036340176690929287,0.05902683505305537,66.65360259444626
14,8.175883860929588e-06,0.03737816843106782,0.04002445759734622,0.09548846287169942,0.013381919841852942,0.00032255023552970593,0.052458243764095226,67.56455450975746,0.013957881494425237,0.00035758134599897555,0.054583389847366895,66.25613420839663
15,1e-06,0.0372281780814222,0.03986141631172763,0.09507208999384333,0.013144322031199012,0.00032868740140609313,0.05099657140516337,66.9458099269468,0.013891144050630154,0.00035672572931717795,0.054226570041091354,66.18503797177915
