epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,val_vrmse_density,val_vrmse_momentum_x,val_vrmse_momentum_y,val_vrmse_pressure,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl
1,3.02e-05,0.11218745060163748,0.07247849075882523,0.18332753499348958,0.04826057060508673,0.0004742412780695182,0.0008208283713322858,0.23356963376121043,0.06198282994984583,74.1560344297018,0.3154793781653109,51793.695087512664,0.21540599681712963,0.17783441614221643,0.2275562427662037,0.47868204752604165,0.026381364045319735,0.00047323399119906953,0.0008335505591498481,0.14807873761212384,0.014938826384367766,73.18756365740741,0.18332752369068286,2236.1301851851854
2,5e-05,0.06993059986797025,0.06516999986436632,0.16915948938440392,0.025691400467180433,0.0004681766134689721,0.0008362072622163913,0.1376617098203763,0.014864663324595495,73.47716700980853,0.1749735803939558,1811.1134037033783,0.23615505642361112,0.17027253327546296,0.18803068938078704,0.38668836805555556,0.024532979329427083,0.0004533338988268817,0.0008105961481730143,0.11903914840133102,0.014220897533275463,72.09841435185186,0.16915948938440392,1144.4784259259259
3,5e-05,0.06224829489248317,0.0606356359411169,0.15396219889322918,0.022445736329215402,0.0004152384527575983,0.0007632211804280875,0.12615284859884732,0.011673996887446447,70.85414233666583,0.1585615966858724,1177.0772134948475,0.2175223117404514,0.17300550672743056,0.16246122007016783,0.35261384186921296,0.021627222696940104,0.0004288782013787164,0.0008054861315974483,0.1164600513599537,0.009658198886447483,71.04360532407408,0.15396219889322918,955.0210185185185
4,5e-05,0.053011958739646245,0.04996832953559028,0.11996482566550926,0.018995433014127813,0.00039755077882622285,0.0007472075566983065,0.09362011013170665,0.008277420468908973,69.57852927810477,0.1308901942720847,959.698658835439,0.1526902601453993,0.15299171730324074,0.15375674777560763,0.22420050726996527,0.017686528806333188,0.00039980292320251464,0.0007509212140683775,0.08148225007233796,0.0077601821334273725,68.89375,0.11996482566550926,693.1264814814815
5,5e-05,0.04892212991450746,0.045346900092230906,0.10875986735026041,0.01734692110557296,0.0003809687771364399,0.0007332089158831063,0.08289710560104338,0.007389200407092043,68.35840841317277,0.11989063206888642,922.0360683297513,0.13447594536675347,0.13834240948712384,0.14020940709997107,0.1920706515842014,0.015755397655345775,0.00038446276276199904,0.0007325697386706317,0.0686228773328993,0.006719332800971137,67.6435474537037,0.10875985604745371,749.3653240740741
6,5e-05,0.04565476015050385,0.04607807865849248,0.1134606029369213,0.016605250478457175,0.00036488002804214856,0.0007075347955026673,0.07151650123017603,0.0067020791843845256,67.32168101865378,0.11228564825049255,780.3274439089467,0.1403340318467882,0.14209025065104167,0.13663368507667825,0.22285029658564814,0.016309466891818575,0.00037744045257568357,0.0007260562755443432,0.072214276349103,0.007036283281114366,67.46947916666667,0.1134606029369213,644.4458333333333
7,5e-05,0.043097779280447626,0.04457569828739873,0.10852977611400463,0.015436567822529713,0.00034593820392609086,0.000677071353273612,0.0686431873792385,0.00607102298836329,67.31268907491133,0.10720365812464239,678.2274279734081,0.13922718189380787,0.13162353515625,0.1291204720956308,0.21014162416811344,0.01571438259548611,0.0003736803708253083,0.0007241512227941443,0.06743801540798611,0.006565383628562645,67.37497685185186,0.10852978741681134,615.9051851851851
8,5e-05,0.046346688499892416,0.0454306877983941,0.11164246735749421,0.01633952365784855,0.0003860413705323743,0.0007583259778424934,0.07090222536270588,0.006182667101776251,67.83909715468913,0.10763480847459832,697.6227525527507,0.15005157470703126,0.13033259639033565,0.133287353515625,0.23088245533130788,0.016551775049280237,0.0003663764838819151,0.0007150046913712114,0.06977683738425926,0.006528735690646701,67.17086805555556,0.1116424560546875,935.6289814814814
9,5e-05,0.04431288915483678,0.04286783854166667,0.1045103285047743,0.015742581289468108,0.00037092888056618927,0.0007402648722496398,0.06634741959212714,0.00580507192651597,67.72182317757706,0.10471604065385075,717.5042354312402,0.13675584581163194,0.14128091317635996,0.1266438349971065,0.17037330910011575,0.014994898195619936,0.0003589623283456873,0.0007050333199677644,0.06566211841724537,0.006060087415907118,66.61153935185185,0.1045103285047743,755.0405092592592
10,5e-05,0.041807805106168515,0.04603719640661169,0.11416733353226273,0.01511793176031761,0.0003386389891296112,0.0006764916755946995,0.06458042655529836,0.005353927737000597,67.39378047288712,0.10091414400006188,708.5953801685796,0.12436119927300347,0.1398513341833044,0.13208822744864004,0.26358045789930556,0.01648526933458116,0.00035760848610489455,0.0006995032451770924,0.07737150969328704,0.006253354814317491,65.94929976851851,0.11416733353226273,657.7812037037037
11,5e-05,0.04006636317694661,0.04285760667588976,0.10450568305121528,0.014406458215561996,0.0003314288215249777,0.000661258140801228,0.060122846434804686,0.00541174012746771,65.89595105159233,0.10039884527700965,700.3658536647653,0.13389284487123843,0.13038979989510996,0.14730274341724536,0.166363683629919,0.015243866531937211,0.0003581456784848814,0.0006991695474695276,0.06427533750180844,0.005812026836253979,66.16210648148149,0.10450567174840857,651.5586574074074
12,5e-05,0.04254543296622588,0.039857299239547166,0.09623985007957175,0.015059123596538902,0.00036137450454029873,0.0007294483168959259,0.06227889257993658,0.005159034015743303,66.46267448010305,0.09761039194140474,757.50094898176,0.12334648980034722,0.12163087067780672,0.11773939344618056,0.1603766773365162,0.014157887211552372,0.0003473610789687545,0.0006847824873747649,0.05509574042426215,0.005358939700656467,65.30724537037037,0.09623985007957175,669.9661574074074
13,5e-05,0.04000000129590224,0.04068970291702836,0.1000393224645544,0.014505687907677159,0.00032983966984658506,0.0006659683168673346,0.059554418260582324,0.005151319578601725,65.90782294812063,0.09776305374553014,691.6703493126266,0.12943849916811342,0.13771669741030093,0.11875197799117476,0.16447434036820024,0.01454077402750651,0.0003441822970354999,0.0006810902224646674,0.059163066722728586,0.005557437119660554,65.53605324074074,0.1000393224645544,653.5094444444444
14,4.603315856985009e-05,0.03789941305937596,0.03985954284667969,0.09635598641854745,0.01385521534810848,0.00031058925889241413,0.0006327539075799102,0.05628293191538695,0.004814155056885596,66.62853659945053,0.09341727058446059,722.9480257233815,0.12885128445095487,0.12360690646701389,0.12190219455295138,0.15744284170645254,0.014136133547182437,0.00034018761581844755,0.0006772178190725821,0.05762605455186632,0.005276528464423285,65.29191550925925,0.09635598641854745,701.195787037037
15,3.396144383332204e-05,0.03680145682788466,0.03759433605052807,0.0892311265733507,0.013256046648729577,0.00031252327260295967,0.0006429457372900227,0.052348691923348976,0.004465174350778428,65.68680199020578,0.08961945850105964,669.4259087470784,0.11148387767650463,0.11559736463758681,0.11900065104166667,0.14238111707899306,0.013176508303041812,0.00033492293622758653,0.0006694196771692346,0.05072811550564236,0.00475255047833478,64.55418402777778,0.08923112092194734,624.6341666666667
16,1.852907412753971e-05,0.034088116011555036,0.03576928597909433,0.08476721869574652,0.012000484309484598,0.00030266483154064495,0.0006254029769363464,0.045966902662021844,0.004126564229382631,64.20544369749445,0.08400255092517103,593.5445769242162,0.10789953161168982,0.10784342447916667,0.10789180049189814,0.130347979510272,0.012468562655978732,0.0003285828784660057,0.0006594201370521828,0.04542494597258391,0.004431238527651186,63.844282407407405,0.08476722434714988,578.3912962962963
17,5.865366264235065e-06,0.03326351341312151,0.03533098574037905,0.08351570977105034,0.011768848597263005,0.0003000478295137605,0.0006266755372091067,0.04290667999239646,0.003845005604013738,63.17379028128779,0.08035711576639983,562.7104538155401,0.10640435112847223,0.10639702690972222,0.10588724772135416,0.12663481535734955,0.01227476473207827,0.00032634494481263335,0.0006563002974898726,0.044558224148220485,0.00433649910820855,63.59685185185185,0.08351570977105034,552.3856481481481
18,1e-06,0.03299121364364673,0.03525617528844763,0.0833544526276765,0.011541702915138905,0.0003023164178260813,0.0006301686713284417,0.04185855488398085,0.0038772666803463733,62.70833097641438,0.07992491169509217,549.0641274232745,0.10616494637948495,0.10621339020905671,0.10554206000434027,0.12623638011791088,0.012250547055844907,0.00032603246194344977,0.0006558326438621238,0.044328568070023146,0.00432263762862594,63.54755787037037,0.0833544526276765,547.1962962962963
