epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_h2,train_ssim,train_pcc,train_mlw,train_vrms,train_kl,val_rmse,val_h1,val_h2,val_ssim,val_pcc,val_mlw,val_vrms,val_kl
1,3.02e-05,0.1335265491407162,0.08394857335973668,0.2208788158275463,0.06288205890499336,0.00053424439848949,0.0008361174250905804,0.29288179131232545,0.11684769155091322,74.25847622540206,0.4288724642480766,201759.94724110878,0.03176273487232349,0.0005324229929182264,0.0008621116920753761,0.17043129249855324,0.02430942394115307,75.59600694444444,0.2208788158275463,276205841.06666666
2,5e-05,0.0729770962807455,0.06676441333912037,0.1657452279550058,0.026907487068068097,0.0005177921970259137,0.0008642841611385639,0.13453332425161385,0.01671188383920422,74.35018295224242,0.18211322326104012,200599.18465611924,0.024030561093930845,0.00047904469348766186,0.0008205510951854565,0.1252107521339699,0.01370014473243996,72.50634837962963,0.1657452279550058,200891.56740740742
3,5e-05,0.06083300809286316,0.05796269734700521,0.14287057382089122,0.021901173527824017,0.00045095678930699544,0.0007817285212063724,0.10922663119547536,0.012056576781691867,71.32833957273093,0.15207725089963012,200840.22358786612,0.020521782769097222,0.0004549301995171441,0.0008006642482898854,0.09796272560402199,0.011079502105712891,71.55847800925926,0.14287057382089122,200952.3437037037
4,5e-05,0.05619088556640879,0.05474598072193287,0.13380793818721065,0.020263048988731897,0.0004314453390407876,0.0007676644706243754,0.0957037944923385,0.009998686268738623,70.30690614548688,0.13899546097106763,200956.40638075315,0.01956509625470197,0.0004396780773445412,0.0007888910505506727,0.08797984935619213,0.009796651910852503,70.28695023148148,0.13380794949001737,200967.22962962964
5,5e-05,0.053406118698784436,0.05323637785734954,0.12964942084418402,0.01920293212798132,0.00041931260995394827,0.0007616775888885717,0.08825037095337233,0.009165335150443361,69.48878192502585,0.1319725990264236,200939.5886833159,0.018763227109555844,0.00042303668128119574,0.0007698615392049154,0.08880876329210069,0.0091364789892126,69.21719907407407,0.12964942084418402,200971.89925925925
6,5e-05,0.051269741049893666,0.052321709526909725,0.1285276511863426,0.018548530873269714,0.0004012110987194616,0.0007425455630643026,0.0844043647893802,0.008549034720185412,68.67918322575142,0.1259836153435096,200762.39624738492,0.018658249466507522,0.00041589864978083856,0.0007618429042674877,0.08579016791449653,0.008569670076723452,69.04704861111111,0.128527673791956,200902.70814814814
7,5e-05,0.04839418891712119,0.04981304027416088,0.12107634367766204,0.017416228252856613,0.0003806300918231538,0.0007114277107006708,0.07964303715458475,0.007820444501094738,68.91532571545206,0.12139580808735792,200890.93128922593,0.017807627077455875,0.000410942104127672,0.000759920632397687,0.07638874195240163,0.008312790482132524,68.74230324074074,0.12107634367766204,200899.2711111111
8,5e-05,0.05131093838747014,0.05436503657588252,0.13937120225694444,0.018174823190896115,0.0004195739146215293,0.0007850527181527928,0.08104946124503802,0.007790502269896503,68.99616486457602,0.1204848044890926,200775.34917625523,0.019414360611527053,0.00040640071586326316,0.0007542114787631565,0.09753763834635416,0.008364123591670283,68.90399884259259,0.13937119095413772,200779.66222222222
9,5e-05,0.04832086493124772,0.0463696034749349,0.11189979835792824,0.017232612600047374,0.0004012706028936131,0.0007585362074543322,0.0734981450575665,0.0070449986717192195,68.55228308354461,0.11430069710279983,200712.53138075315,0.016436952661584923,0.00039203480437949854,0.0007355852038772018,0.06887272587528935,0.0072057229501229746,67.63560763888889,0.11189978705512153,200892.7525925926
10,5e-05,0.04666788023643227,0.048589437979239,0.1195445081922743,0.017020826056993187,0.0003707190958903845,0.0007053390097182319,0.07407399475823885,0.006844488397302987,68.89821841028444,0.11285525114591152,200791.49104341003,0.01711808098687066,0.0003930237558152941,0.0007384597813641584,0.0788010999891493,0.0074949024341724535,68.06472222222222,0.11954451949508102,200719.52592592593
11,5e-05,0.045253553065358346,0.048265352602358216,0.11567294650607639,0.016335048272457582,0.00036723941354826274,0.0007029345385236148,0.07037689084787249,0.006752114665059365,68.06958971063462,0.11338414869049104,200871.72921025104,0.01669351789686415,0.00040585332446628144,0.0007819305525885688,0.07519445348668981,0.0072133798952455875,69.69700810185185,0.11567294650607639,200746.38222222222
12,4.2824116139070415e-05,0.046836415127457495,0.04597843028880932,0.11339138454861111,0.016441671571803422,0.00040193725147858394,0.000782808318395289,0.06865253807610548,0.006355242375050628,69.01959436807672,0.10709537987336204,200691.87424816945,0.016537858468514903,0.00038394371668497724,0.0007282945403346309,0.06828922978153935,0.00711653886017976,67.29357060185185,0.11339138454861111,200800.49777777778
13,2.5500000000000003e-05,0.041477577451998406,0.042731667977792244,0.10296407063802084,0.014786512011303625,0.0003539911638278042,0.0006915137827996149,0.059943380340871454,0.005679210733669074,67.10403888494899,0.09977758363294552,200778.94344926777,0.015080858866373698,0.0003729923124666567,0.0007124062379201253,0.060007945873119216,0.006236608999746817,66.4582638888889,0.10296407063802084,200940.51555555555
14,8.175883860929588e-06,0.03791646763319968,0.04138587669089988,0.09903692174840857,0.013577250004882406,0.0003284372754068648,0.0006492593961449385,0.05278235723782783,0.0050365554488353646,67.5125317034861,0.09174687782045314,200990.28726464434,0.01447871314154731,0.00036828411950005425,0.0007059532183187979,0.05661971480758102,0.005932300708912037,66.0869386574074,0.09903692174840857,201043.10518518518
15,1e-06,0.03759249767569131,0.041160009878653064,0.0984062025282118,0.013280439256811242,0.0003336078284015099,0.000663452029448213,0.050877777727079194,0.004855693633586293,66.83251582029973,0.09008609422455273,201037.59744377615,0.014399048134132668,0.0003675924407111274,0.0007051115124313919,0.055875571922019675,0.005887240657099971,66.00818287037038,0.09840619122540509,201062.21037037036
