epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_ssim,train_mlw,val_rmse,val_h1,val_ssim,val_mlw
1,3.02e-05,0.13124832022296085,0.09665161221667572,0.2578145146259555,0.05850517922314858,0.00048047054920832377,0.2732186147233931,77.36819654728079,0.0364487202272371,0.0004969467501710083,0.1832067185861093,78.74546299687138
2,5e-05,0.07610793761854454,0.07019849248506405,0.15633284042278925,0.025972020319394114,0.0004422931726524546,0.13507747057840913,77.5963747631057,0.023150993604213,0.00044526776332767673,0.11522111177444458,75.00943334508825
3,5e-05,0.06574616258745725,0.06691182078586684,0.1541927262864731,0.020990999032661443,0.0004336323522717203,0.1042373223409493,74.37947196641228,0.022057442389842537,0.00043197214502032255,0.10590888217643456,73.69438335277417
4,5e-05,0.06106576570562987,0.060728685130123736,0.13092781725856992,0.019313814893957212,0.00041402714627801663,0.09200240758921811,72.50232133905259,0.018853793448458115,0.00041226292725022413,0.09386980418805722,71.81274423669886
5,5e-05,0.05694976926559123,0.05887802451297089,0.12846292036551016,0.017857662682659207,0.00039272799013743227,0.08185673346080541,71.77196732525047,0.018264815338231898,0.0004016666204141209,0.08944853650199043,71.12597430193865
6,5e-05,0.056319817242107384,0.06038728017221998,0.13333015943015064,0.017609524180397594,0.00038499115041939824,0.08197662726855179,71.64241327501242,0.01893067951762566,0.0004001156724431591,0.09566023199646562,71.01781830964265
7,5e-05,0.05422689954099483,0.05690858714006565,0.12410371543080718,0.016936929079861805,0.0003727361746964999,0.07752704651535305,70.24104447943397,0.017770071905796176,0.00039681370673793866,0.08147163479416458,70.77084456832321
8,5e-05,0.05560134351838022,0.05429140012573313,0.1151874718511546,0.017232688713261553,0.0003881404396888798,0.07862209930828924,71.6831781355407,0.016733223788647188,0.0003869208673212496,0.07444963728940045,70.44686967637804
9,5e-05,0.05348901671189893,0.055992922992617995,0.12122130580522396,0.016601030291525733,0.0003766854256754714,0.07316279124515326,70.79296265286881,0.017319700390238453,0.00038157636557015293,0.084226250383589,69.60466328373661
10,5e-05,0.05187032013161256,0.05368283614654232,0.1167219315358886,0.016293539529009703,0.00035639825193811703,0.07191943854218248,69.68952099149696,0.016700998922740972,0.0003785720695311654,0.07401068440190069,69.5163101083261
11,5e-05,0.05004272791050437,0.05093611803871614,0.10589307253559431,0.015511711637068649,0.0003542288605627946,0.06584475242443165,69.42860156023353,0.015435061389235435,0.0003756887865879603,0.0652143281477469,69.34467861599393
12,4.2824116139070415e-05,0.05109881112550748,0.050142013804504164,0.10412447717178751,0.015673063463817846,0.0003717584375479354,0.06603132961434799,69.33126211764922,0.015162751010308662,0.0003741491254280576,0.06255894228264137,68.87964922304506
13,2.5500000000000003e-05,0.047183012055957915,0.04827954159980571,0.09997744679175041,0.01444205414103422,0.0003387528303997235,0.05879577807302754,69.83949348816812,0.014603211380265378,0.0003637972414475775,0.05781140786630136,68.14756746645327
14,8.175883860929588e-06,0.04533852409926013,0.047270373024598314,0.0971476878584535,0.013712459480317863,0.0003348598818510441,0.05370990258629851,68.26585088115357,0.014203666076753978,0.0003597980061914751,0.05556157491825245,67.42570297806351
15,1e-06,0.04423917524972502,0.04702314043072639,0.09667065282938657,0.013379556139922316,0.00032817126533668154,0.05191592223724062,66.63667474930257,0.014132742961799657,0.00035843923849757564,0.0550648660129971,67.087055488869
