epoch,learning_rate,train_total_loss,val_total_loss,val_vrmse,train_rmse,train_h1,train_ssim,train_mlw,val_rmse,val_h1,val_ssim,val_mlw
1,3.02e-05,0.11711120258365995,0.07903318114578724,0.21260641201778693,0.054128454542216146,0.0004883906091491728,0.2570881075440092,72.7267175119791,0.03048999717252122,0.0004867171463801814,0.16138217175448383,74.42285805031105
2,5e-05,0.069996141908967,0.0633015063998324,0.15945126924801756,0.025962119450535486,0.000460353442736716,0.1401089978205609,74.45572901570148,0.022696405638837153,0.0004455663915150917,0.1221785361678512,71.91610937047888
3,5e-05,0.058222210082463206,0.05998420622613695,0.14841864095241936,0.02083188367722104,0.00043583171909593294,0.10399159963659661,71.7451219678424,0.021087583599405157,0.0004341777197711323,0.11458490689595541,71.98552689728913
4,5e-05,0.053744456224936496,0.051562290464838345,0.1250128526599319,0.019199410763351934,0.0004104908470447177,0.09347001778031992,70.97237338181819,0.018126666142984672,0.00041325884426138753,0.08515121124408863,70.03551219798901
5,5e-05,0.05034256848958652,0.06207591645695545,0.16218520529844144,0.01803003939986034,0.0003909929608558431,0.0850858702382782,69.85235539240817,0.02186266750373222,0.00040142418227568906,0.1342802611986796,69.23900759096499
6,5e-05,0.049439383322415896,0.048020840835654076,0.11479583425930252,0.01759309767831651,0.0003950458761492582,0.08062660940396736,69.35734928801469,0.016886359771230708,0.0003982660720740333,0.07480784725259852,68.64020293624313
7,5e-05,0.04618139734743046,0.046288597880414235,0.1119843501901185,0.01640753792847261,0.00037718888540638437,0.07276276508385167,68.84343173414095,0.016140515861549864,0.00039244123922361286,0.07017346470444291,69.1300584355107
8,5e-05,0.04563381810814812,0.047251403518710974,0.11281097111602624,0.016107462671323326,0.0003755972656399017,0.07164327790921703,69.54862260618968,0.016509195085338973,0.0003832688658891399,0.07719176592650237,68.65603517320422
9,5e-05,0.04693130365008816,0.04571621414756885,0.11145762747084653,0.01664672023287943,0.0003792993860817696,0.07546409116629277,68.66785511312126,0.016116951076934734,0.00037791642261018513,0.07135627684769807,68.24852332786277
10,5e-05,0.04364243785048948,0.04540134026634472,0.11163700011593324,0.015620051552668199,0.00035569663998296475,0.06825035900875115,68.2236058821738,0.016101234643892556,0.0003704651890388454,0.07184563866368046,67.26150588424117
11,5e-05,0.04183483486639523,0.04358593742466635,0.10552103652446358,0.015077525221915121,0.00033783992071890806,0.06576875503716609,67.77964170208536,0.015326686815738125,0.0003681719429978666,0.0656710214085049,66.99716320461697
12,4.2824116139070415e-05,0.04244570743738748,0.04217460063320619,0.10138144998086823,0.015161423329590279,0.0003564277140601942,0.06308598732225067,67.06374614508083,0.014829347664490343,0.000364567846443067,0.060779069088123465,66.70186142532914
13,2.5500000000000003e-05,0.03920249935669657,0.04050121967094364,0.09700850438188624,0.01398845221352896,0.0003325588472011939,0.057240696538192956,66.90194304518121,0.014177506276992735,0.00035843838373121226,0.05601195909358837,66.3291643778483
14,8.175883860929588e-06,0.038427060021493764,0.03949010167167419,0.09413848272214333,0.013474355522147673,0.00034213652404009386,0.052305853547660874,66.24527459164544,0.013778275190507647,0.0003533651765725086,0.05362378217555858,65.84910495334202
15,1e-06,0.03659779454871747,0.03933730971240611,0.09369103183348973,0.012895032678483343,0.00032481982949724184,0.049745133980547536,65.81719351213846,0.013712275821922554,0.00035284845388559914,0.05321740653779772,65.76453739872686
